month,avg_price,occupancy_pct
2025-03-01,122.0,0.4693037784585811
2025-04-01,123.0,0.3649713467048711
2025-05-01,123.0,0.347866848005493
2025-06-01,123.0,0.412447127848274
2025-07-01,123.0,0.41015145313139584
2025-08-01,123.0,0.4079859506423884
2025-09-01,123.0,0.4546152271796971
2025-10-01,123.0,0.46554342228618967
2025-11-01,123.0,0.4601992086232774
2025-12-01,123.0,0.5559498501313827
2026-01-01,123.0,0.5815166439993134
2026-02-01,123.0,0.5867566224197416
2026-03-01,125.0,0.6124179203723714
